ISBN,Publisher,Book_Title,Book_Author,First_Publish_Year,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0373764677,Silhouette,The Seal's Surprise Baby,Amy J. Fetzer,2002,3,22,Low,12,379,Medium,8.399999999999999,18.95,0
0525458638,Dutton Books,The Shakespeare Stealer,Gary L. Blackwood,1998,7,27,Medium,768,582,Long,463.6,45.1,1
0786884274,Hyperion,Don't Call That Man,Rhonda Findling,1999,2,26,Low,168,347,Medium,101.6,33.35,1
0702221163,University of Queensland Press,Oscar and Lucinda,Peter Carey,1988,19,37,Medium,276,553,Long,173.2,39.650000000000006,1
0374138591,"Farrar, Straus and Giroux",The Devil's Larder,Jim Crace,2001,8,22,Medium,347,278,Medium,211.4,27.9,1
0881001163,National Writers Press,Murder in Palm Springs,Mike Romano,2000,1,24,Low,354,174,Short,212.8,20.700000000000003,1
0399151648,Putnam Publishing Group,Kate Remembered,A. Scott Berg,2003,8,22,Medium,371,100,Short,225.8,19.0,1
0446692298,Warner Books,Fat Girls and Lawn Chairs,Cheryl Peck,2004,3,20,Low,984,879,Long,591.6,63.95,1
0505525496,Love Spell,Got a Hold on You,Pat White,2003,1,22,Low,264,954,Long,158.8,63.7,1
0060089296,HarperTorch,Kiss Lonely Goodbye,Lynn Emery,2003,5,22,Low,900,739,Long,542.0,56.95,1
1594140812,Five Star (ME),Becoming Maren,Africa Fine,2003,1,22,Low,830,290,Medium,498.4,34.5,1
0425181839,Prime Crime,A Tax Deductible Death,Malinda Terreri,2001,1,24,Low,312,678,Long,187.6,49.9,1
0060176563,Harpercollins,Rebel: The Life and Legend of James Dean,Donald Spoto,1996,1,27,Low,503,575,Long,301.8,44.75,1
0684868865,Simon &amp; Schuster,Boone'S Lick,Larry McMurtry,2000,11,23,Medium,744,916,Long,450.8,61.8,1
0670886017,Penguin Putnam~childrens Hc,Kits Law,Donna Morrissey,1999,10,26,Medium,161,242,Medium,100.6,26.1,1
0060916338,Harpercollins,House Made of Dawn (Perennial Library),N. Scott Momaday,1989,2,36,Low,18,290,Medium,11.6,16.5,0
1591290902,Publishamerica,The Bluebook Solution,Ceil Cleveland,2002,1,23,Low,490,632,Long,294.4,51.6,1
0515101877,Jove Books,The Master Cure,Charles H. Buck,1989,1,36,Low,525,326,Medium,315.4,30.3,1
0451203569,Signet Book,Daughter of the Fifth Moon,Lynn Armistead McKee,2001,1,24,Low,204,412,Medium,122.8,32.6,1
0679401385,Random House Trade,Mr. X,Peter Straub,1999,11,26,Medium,656,728,Long,398.0,52.4,1
0679419691,Random House Inc,Daughters of Song,Paula Huston,1995,1,30,Low,248,401,Medium,149.2,36.05,1
0060910992,HarperCollins Publishers,Babycakes,Armistead Maupin,1984,17,41,Medium,104,753,Long,69.2,53.65,1
0394462017,Random House Inc,War Between the Tates,Alison Lurie,1974,7,52,Medium,59,517,Long,38.2,29.85,0
0030622093,Henry Holt &amp; Co,A Stolen Past,John Knowles,1983,3,42,Low,536,500,Long,322.79999999999995,41.0,1
038517652X,Doubleday Books,The Normandie Affair,Elizabeth Villars,1982,5,43,Low,266,650,Long,161.6,46.5,1
0312532253,St Martins Pr,The Michaelmas Tree,Helen Ashfield,1982,1,43,Low,480,492,Medium,288.4,34.6,1
0515133418,Jove Books,Summer in Eclipse Bay,Jayne Ann Krentz,2002,4,23,Low,230,966,Long,139.6,58.3,1
0741410060,Infinity Publishing.com,Wake Up Barbara and Help Me Find this Snake,Barbara Watson,2002,1,23,Low,504,863,Long,302.79999999999995,55.150000000000006,1
0741404540,Buy Books on the web.com,What's a Birthday Mama?,Pegi Handley,2000,1,25,Low,711,944,Long,427.0,65.2,1
0451209486,Signet Book,Killer Hair,Ellen Byerrum,2003,3,22,Low,216,306,Medium,130.79999999999998,31.3,1
0316169226,Back Bay Books,The Cabal and Other Stories,Ellen Gilchrist,2002,2,23,Low,260,318,Medium,156.8,35.9,1
0912670096,Consortium Book Sales &amp; Dist,The Yellow Wallpaper (Feminist Press Reprint No. 3),Charlotte Perkins Gilman,1977,1,48,Low,322,506,Long,193.6,39.3,1
0385502532,Doubleday,Drowning Ruth,Christina Schwarz,2000,12,25,Medium,272,542,Long,168.0,43.1,1
0671043811,Audioworks,We'll Meet Again,Mary Higgins Clark,1999,15,26,Medium,672,453,Medium,409.2,36.650000000000006,1
0843941987,Leisure Books,Jake (The Cowboys),Leigh Greenwood,1997,4,30,Low,337,686,Long,203.8,54.3,1
0821738453,Kensington Pub Corp (Mm),Texas Touch,Emma Merritt,1992,1,33,Low,360,711,Long,216.4,53.55,1
0821758683,Zebra Books,Joseph's Bride,Jessica Wulf,1998,1,27,Low,105,600,Long,63.4,44.0,1
0380782529,Avon,"A Tough Man's Woman (Tough Man Series , No 3)",Deborah Camp,1997,1,28,Low,441,939,Long,264.99999999999994,64.95,1
0684810395,Simon &amp; Schuster,Pretend You Don't See Her,Mary Higgins Clark,1997,21,28,High,133,641,Long,88.2,46.05,1
0399143874,Putnam Publishing Group,Homeport,Nora Roberts,1998,38,27,High,378,945,Long,242.0,61.25,1
0373272820,Silhouette,The Perfect Target,Jenna Mills,2003,3,22,Low,104,606,Long,63.6,38.3,1
0505524430,Dorchester Publishing Company,Lord of the Mist,Ann Lawrence,2001,1,24,Low,245,695,Long,147.4,48.75,1
0399141227,Putnam Publishing Group,Montana Sky,Nora Roberts,1996,32,29,High,564,980,Long,351.2,61.0,1
3426619342,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",Sag Luder zu mir.,Anne West,2003,1,22,Low,355,380,Medium,213.4,29.0,1
3426273098,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",Der Weg der Kriegerin. Die neuen Waffen der Frauen.,Nina George,2003,1,22,Low,220,523,Long,132.4,34.150000000000006,1
0553351672,Spectra Books,Doomsday Book,Connie Willis,1992,9,31,Medium,751,749,Long,454.2,57.45,1
0553081314,Bantam Books,Doomsday Book,Connie Willis,1992,10,35,Medium,639,786,Long,387.4,59.3,1
0756401100,Daw Books,"Sorcery Rising (Fool's Gold, Book 1)",Jude Fisher,2003,1,22,Low,434,761,Long,260.79999999999995,52.05,1
0375814116,Alfred A. Knopf,Pure Dead Wicked,Debi Gliori,2002,3,23,Low,245,721,Long,148.2,50.05,1
1551110652,Broadview Press,Heart of darkness (Broadview literary texts),Joseph Conrad,1999,2,26,Low,441,812,Long,265.4,58.6,1
3784427855,Langen/MÃ?Â¼ller,Die Internet- Generation. Wie wir von unseren Computern gefressen werden.,Thomas Feibel,2001,2,26,Low,213,397,Medium,128.6,25.85,1
0892965258,Warner Books Inc,Wolf in the Shadows,Marcia Muller,1993,6,32,Medium,155,735,Long,95.4,46.75,1
0140147381,Penguin USA,The Very Last Gambado (Lovejoy Mystery),Jonathan Gash,1991,2,34,Low,390,474,Medium,234.8,33.7,1
0060191538,Harpercollins,"Perfect Murder, Perfect Town",Lawrence Schiller,1999,3,26,Low,336,607,Long,202.8,46.35,1
0385336314,Delacorte Press,Dating Game,Danielle Steel,2003,32,22,High,405,886,Long,255.8,62.3,1
3518100122,Suhrkamp,"Edition Suhrkamp, Nr.12, Tractatus logico-philosophicus",Ludwig Wittgenstein,1963,1,62,Low,290,497,Medium,174.4,44.85,1
0971181802,Inventeam Llc,E-Wally and the Quest,Judy Shasek,2001,1,24,Low,315,564,Long,189.4,46.2,1
0553202960,Bantam Books,Coming Currency Collapse,Jerome F. Smith,1981,1,44,Low,375,385,Medium,225.4,29.25,1
0380725711,Avon,"Say You Love Me (Malory, No. 5)",Johanna Lindsey,1997,2,28,Low,100,919,Long,60.8,65.95,1
0061056278,Eos,"Broken Blade (The Rune Blade Trilogy, Book 3)",Ann Marston,1997,4,26,Low,1001,169,Short,602.2,28.450000000000003,1
0061056286,Eos,"The Western King (The Rune Blade Trilogy, Book 2)",Ann Marston,1996,2,29,Low,560,753,Long,336.8,53.65,1
0671319930,Baen Books,Sidhe-Devil,Aaron Allston,2001,1,24,Low,416,302,Medium,250.0,31.1,1
0340750626,Not Avail,The Evidence Exposed,Elizabeth George,1999,3,26,Low,306,838,Long,184.8,59.900000000000006,1
0931122422,West End Press,Death of Long Steam Lady,Nellie Wong,1986,2,39,Low,384,433,Medium,231.2,37.650000000000006,1
0553057758,Bantam Dell Pub Group,Skinny Legs and All,Tom Robbins,1990,11,35,Medium,396,321,Medium,242.0,34.05,1
0913175145,Kitchen Table--Women of Color Press,Seventeen Syllables and Other Stories,Hisaye Yamamoto,1988,2,38,Low,118,112,Short,71.6,21.6,0
0871134799,Pub Group West,Suicide Blonde,Darcey Steinke,1992,9,33,Medium,371,807,Long,226.2,54.35,1
1571684115,Eakin Press,Start With A Laugh,Liz Carpenter,2000,1,25,Low,105,875,Long,63.4,53.75,1
8432245607,Aims Intl Books,"Yo, Tu Madre/I, Your Mother",Christiane Collange,1985,1,40,Low,204,736,Long,122.8,42.8,1
076456174X,For Dummies,Cruise Vacations for Dummies 2001,Fran Wenograd Golden,2000,1,25,Low,522,721,Long,313.6,54.05,1
0863040403,"Octagon Press, Limited",The Exploits of the Incomparable Mulla Nasrudin / The Subtleties of the Inimitable Mulla Nasrudin,Idries Shah,1989,1,36,Low,234,731,Long,140.8,54.55,1
3442730988,btb,Tod in der Datscha.,Anna Malyschewa,2003,1,22,Low,581,226,Medium,348.99999999999994,25.3,1
0843110406,Putnam Publishing Group,Prince What-A-Mess,Frank Muir,1984,3,39,Low,18,948,Long,12.0,47.400000000000006,0
0890430403,Consumers Union U.S.,"How to Buy a House, Condo, or Co",Michael C. Thomsett,1987,3,38,Low,828,769,Long,498.0,56.45,1
2070378306,Gallimard,La maladie humaine,Ferdinando Camon,1987,2,38,Low,810,878,Long,486.8,61.900000000000006,1
0744302749,SynergEbooks,Gypsy Pie,Andre West,2001,2,24,Low,768,675,Long,461.6,49.75,1
3499228653,Rowohlt Tb.,Das Bild der alten Dame.,Petra Oelker,2001,3,24,Low,711,661,Long,427.8,51.05,1
0836269640,Andrews McMeel Publishing,"1,003 Great Things About Kids",Lisa Birnbach,1998,1,27,Low,486,568,Long,291.99999999999994,40.400000000000006,1
0312953496,St Martins Pr,Knowledge in a Nutshell,Charles Reichblum,1994,4,31,Low,686,424,Medium,413.2,35.2,1
0505525372,Love Spell,Spellbound in Seattle,Garthia Anderson,2003,1,22,Low,144,375,Medium,86.8,30.75,1
0439049962,Scholastic,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,47,26,High,800,827,Long,498.8,61.35,1
0345315723,Ballantine Books,Dragonsbane,Barbara Hambly,1986,5,39,Low,256,164,Short,155.6,24.200000000000003,1
0201754703,Peachpit Press,The little PC Book Windows XP Edition,Lawrence J. Magid,2001,2,24,Low,70,107,Short,42.8,9.35,1
3453092473,Heyne,Nodus.,Arthur C. Clarke,1996,1,29,Low,405,658,Long,243.4,42.9,1
0671720147,Baen,The Vor Game,Lois McMaster Bujold,1990,15,35,Medium,576,972,Long,351.6,60.6,1
0553202308,Bantam Books,Last Mafioso,Ovid Demaris,1981,1,44,Low,637,758,Long,382.6,51.9,1
0575047631,V. Gollancz,Moving pictures,Terry Pratchett,1990,37,35,High,384,125,Short,245.2,22.25,1
1931514925,Tokyopop,Chobits Vol.1,Clamp,2002,1,23,Low,189,919,Long,113.8,59.95,1
0887621112,Thomas Allen &amp; Son,Salt Fish Girl,Larissa Lai,2002,2,23,Low,408,704,Long,245.6,47.2,1
0380775662,Harper Mass Market Paperbacks (Mm),Guilty by Choice,Patricia D. Benke,1995,2,30,Low,156,505,Long,94.4,37.25,1
1570424403,Time Warner Audio Major,The Notebook,Nicholas Sparks,1996,50,28,High,30,777,Long,38.0,38.85,0
0553528041,Random House Audio Publishing Group,Final Target,Iris Johansen,2001,5,22,Low,27,182,Short,18.2,9.1,0
0786864400,Hyperion,The First Victim,Ridley Pearson,1999,22,27,High,40,952,Long,32.8,47.6,0
038548237X,Anchor,The Mistress of Spices,Chitra Banerjee Divakaruni,1997,5,28,Low,640,554,Long,386.0,47.7,1
0446525537,Warner Books,A Walk to Remember,Nicholas Sparks,1999,9,26,Medium,432,639,Long,262.8,49.95,1
1570427496,Time Warner Audio Major,A Walk to Remember,Nicholas Sparks,1999,9,26,Medium,192,871,Long,118.79999999999998,59.55,1
087113795X,Grove/Atlantic,Peace Like a River,Leif Enger,2001,15,24,Medium,117,505,Long,76.2,43.25,1
0385501560,Doubleday Books,Choke,Chuck Palahniuk,2001,22,24,High,132,953,Long,88.0,59.650000000000006,1
1570427690,Time Warner Audio Major,Saving Faith,David Baldacci,1999,64,26,High,210,293,Medium,151.6,24.65,1
039914434X,Putnam Pub Group,Field of Thirteen,Dick Francis,1998,26,27,High,510,446,Medium,316.4,42.3,1
0440295521,Dell Publishing Company,The Runaway Jury,John Grisham,1996,82,29,High,154,313,Medium,125.2,29.65,1
0553472828,Random House Audio,The Runaway Jury,John Grisham,1996,82,29,High,220,764,Long,164.8,58.2,1
0870212850,Naval Institute Press,The Hunt for Red October,Tom Clancy,1984,61,42,High,342,634,Long,229.6,49.7,1
039914823X,Putnam Adult,How to Be Good,Nick Hornby,2001,12,24,Medium,385,361,Medium,235.8,32.05,1
0671014218,Atria Books,The Mulberry Tree,Jude Deveraux,2002,5,23,Low,710,382,Medium,428.0,39.1,1
0374189870,Farrar Straus Giroux,Lives of the Monster Dogs,Kirsten Bakis,1997,9,28,Medium,497,747,Long,301.8,51.35,1
0553050680,Bantam Dell Pub Group,Jitterbug Perfume,Tom Robbins,1984,12,41,Medium,462,566,Long,282.0,42.3,1
0739420704,G. P. Putnam's Sons,Isle of Dogs,Patricia Cornwell,2001,8,24,Medium,133,548,Long,83.0,41.400000000000006,1
1888363819,Seven Stories Press,Parable of the Talents,Octavia E. Butler,1998,17,27,Medium,312,540,Long,194.0,43.0,1
0060158638,Harpercollins,The Bean Trees,Barbara Kingsolver,1988,18,37,Medium,837,720,Long,509.4,54.0,1
0060196300,HarperCollins Publishers,U.S.S. Seawolf,Patrick Robinson,2000,8,25,Medium,444,966,Long,269.6,60.3,1
0553100017,Bantam,Prime Cut,Diane Mott Davidson,1998,4,27,Low,464,523,Long,280.0,42.150000000000006,1
0684855631,Simon &amp; Schuster,The Empty Chair,Jeffery Deaver,2000,8,23,Medium,33,830,Long,23.0,41.5,0
0553107232,Bantam Dell Pub Group,Tough Cookie,Diane Mott Davidson,2000,4,25,Low,539,951,Long,325.0,61.55,1
0446527130,Warner Books,Envy,Sandra Brown,2001,27,24,High,216,923,Long,140.4,62.150000000000006,1
0671524313,Pocket,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,4,30,Low,204,800,Long,124.0,52.0,1
0874869870,Plough Publishing House,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,1,26,Low,740,401,Medium,444.4,40.05,1
0060294698,HarperCollins,All-American Girl,Meg Cabot,2002,13,23,Medium,880,289,Medium,533.2,34.45,1
1878448900,MacAdam/Cage Publishing,Girl in Hyacinth Blue,Susan Vreeland,1999,21,26,High,406,503,Long,252.0,39.150000000000006,1
0061014788,Avon,Smart Vs. Pretty,Valerie Frankel,2001,8,24,Medium,616,964,Long,372.8,64.2,1
1586214497,Time Warner Audio Major,Chasing the Dime,Michael Connelly,2002,9,23,Medium,476,906,Long,289.2,59.3,1
0316777722,"Little, Brown",Me Talk Pretty One Day,David Sedaris,2000,19,24,Medium,416,475,Medium,257.2,43.75,1
1570428654,Time Warner Audio Major,Me Talk Pretty One Day,David Sedaris,2000,21,25,High,420,856,Long,260.4,54.8,1
0385176228,Doubleday Books,The Neverending Story,Michael Ende,1983,1,42,Low,790,417,Medium,474.4,40.85,1
0671204971,Simon &amp; Schuster,TIME AND AGAIN,Jack Finney,1970,14,57,Medium,493,678,Long,301.40000000000003,53.9,1
0399145850,Putnam Publishing Group,Day of Reckoning,Jack Higgins,2000,6,25,Medium,922,315,Medium,555.5999999999999,33.75,1
0380978415,William Morrow &amp; Company,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,1,22,Low,160,876,Long,96.4,59.8,1
006055679X,HarperAudio,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,1,22,Low,426,443,Medium,256.0,34.150000000000006,1
0312042779,St. Martin's Press,Catering to Nobody,Diane Mott Davidson,1990,8,35,Medium,602,648,Long,364.4,46.4,1
0553109243,Bantam Books,Die upon a Kiss,Barbara Hambly,2001,2,24,Low,306,916,Long,184.4,63.8,1
0312198647,St Martins Pr,Elegy for Iris,John Bayley,1999,6,26,Medium,544,888,Long,328.79999999999995,60.400000000000006,1
0312253826,Picador USA,Elegy for Iris,John Bayley,1999,6,26,Medium,648,918,Long,391.2,61.900000000000006,1
0385334931,Delacorte Press,Sometimes I Dream in Italian,Rita Ciresi,2000,3,25,Low,576,282,Medium,346.79999999999995,30.1,1
0517595753,Random House Inc,Dave Barry in Cyberspace,Dave Barry,1996,5,29,Low,504,140,Short,304.4,23.0,1
0060198133,William Morrow &amp; Company,Five Quarters of the Orange,Joanne Harris,2001,7,24,Medium,664,650,Long,401.2,48.5,1
0066211743,Harpercollins Publisher,Five Quarters of the Orange,Joanne Harris,2001,7,24,Medium,528,496,Medium,319.6,40.8,1
0671014188,Atria,The Summerhouse,Jude Deveraux,2001,8,26,Medium,562,837,Long,340.4,53.85,1
0670849367,Penguin USA,Dolores Claiborne,Stephen King,1992,48,31,High,101,747,Long,79.8,47.35,0
0679419853,Random House Inc,A Simple Plan,Scott Smith,1993,11,32,Medium,140,432,Medium,88.4,41.6,1
0312203039,St. Martin's Press,High Five (A Stephanie Plum Novel),Janet Evanovich,1999,2,26,Low,392,656,Long,236.0,46.8,1
0345313216,Del Rey Books,The Source of Magic,Piers Anthony,1979,16,46,Medium,864,100,Short,524.8,23.0,1
1575667614,Kensington Publishing Corporation,Kentucky Rich,Fern Michaels,2001,3,22,Low,29,293,Medium,18.6,14.65,0
1587882361,Brilliance Audio,Kentucky Rich,Fern Michaels,2001,4,24,Low,213,678,Long,129.4,53.9,1
0385315236,Delacorte Press,The Horse Whisperer,Nicholas Evans,1995,72,30,High,232,118,Short,168.0,21.9,1
1573221767,Riverhead Books,Sister India,Peggy Payne,2001,3,24,Low,440,683,Long,265.2,54.15,1
0375415750,Random House Audio,Horse Heaven,Jane Smiley,2000,11,25,Medium,182,544,Long,113.6,41.2,1
0679451501,Villard Books,The Sparrow,Mary Doria Russell,1996,19,29,Medium,108,400,Medium,72.39999999999999,38.0,1
0670868361,Viking Books,Desperation,Stephen King,1996,55,29,High,369,701,Long,243.4,53.05,1
B00001IVC7,Viking Press,Desperation,Stephen King,1996,55,29,High,132,202,Medium,101.2,22.1,1
0446527041,Warner Books,The Crush,Sandra Brown,2002,26,23,High,656,552,Long,404.0,43.6,1
0399146741,Putnam Publishing Group,Summer of Storms,Judith Kelman,2001,3,24,Low,200,958,Long,121.2,67.9,1
0440213355,Dell,A Woman's Eye,Sara Paretsky,1992,6,33,Medium,380,442,Medium,230.4,32.1,1
0688151981,William Morrow,We Are Our Mothers' Daughters,Cokie Roberts,1998,4,27,Low,162,530,Long,98.8,44.5,1
0151731527,Harcourt,Possessing the Secret of Joy,Alice Walker,1992,17,33,Medium,532,826,Long,326.0,55.3,1
0670835382,Viking Books,Four Past Midnight,Stephen King,1990,64,35,High,408,951,Long,270.4,63.55,1
0060198346,William Morrow &amp; Company,The Sky Is Falling,Sidney Sheldon,2000,7,25,Medium,616,757,Long,372.4,51.85,1
0446516554,Warner Books Inc,Where There's Smoke,Sandra Brown,1993,20,32,Medium,343,423,Medium,213.8,35.150000000000006,1
0553107437,Bantam Books,Claws and Effect,Rita Mae Brown,2001,5,24,Low,340,772,Long,206.0,58.6,1
0312162154,St Martins Pr,Confessions of a Failed Southern Lady,Florence King,1985,5,40,Low,970,584,Long,584.0,49.2,1
0787100072,Audio Literature,The Proud and the Free,Janet Dailey,1994,11,29,Medium,90,213,Medium,58.4,24.65,0
0374201250,Farrar Straus Giroux,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989,14,38,Medium,16,454,Medium,15.2,22.700000000000003,0
0670873926,Viking Books,Larry's Party,Carol Shields,1997,35,28,High,342,140,Short,219.2,19.0,1
0060391782,ReganBooks,Girlfriend in a Coma,Douglas Coupland,1998,14,27,Medium,602,869,Long,366.8,57.45,1
0006385427,HarperCollins Publishers,Girlfriend in a Coma,Douglas Coupland,1998,14,27,Medium,370,896,Long,227.6,64.80000000000001,1
0060193344,HarperCollins Publishers,Burn Factor,Kyle Mills,2001,8,24,Medium,430,301,Medium,261.2,25.05,1
0399137467,Putnam Publishing Group,Your Blues Ain't Like Mine,Bebe Moore Campbell,1992,8,33,Medium,343,918,Long,209.0,59.900000000000006,1
0380794470,Avon,Dream a Little Dream,Susan Elizabeth Phillips,1998,4,27,Low,650,217,Medium,391.6,30.85,1
0395353009,Houghton Mifflin Company,The Prince of Tides,Pat Conroy,1986,16,40,Medium,361,844,Long,223.0,58.2,1
039913039X,Putnam Pub Group,Skeleton Crew,Stephen King,1985,72,40,High,688,650,Long,441.6,48.5,1
0399137173,Putnam Pub Group,Children of the Night,Dan Simmons,1992,15,33,Medium,378,639,Long,232.8,49.95,1
0380978547,William Morrow &amp; Company,Heart of a Warrior,Johanna Lindsey,2001,7,24,Medium,120,870,Long,74.8,59.5,1
1587882485,Brilliance Audio,Heart of a Warrior,Johanna Lindsey,2001,7,23,Medium,731,144,Short,441.4,23.2,1
0066209595,HarperLargePrint,Heart of a Warrior,Johanna Lindsey,2001,7,24,Medium,224,553,Long,137.20000000000002,43.650000000000006,1
0688149111,William Morrow &amp; Company,The Best Laid Plans,Sidney Sheldon,1997,16,28,Medium,801,766,Long,487.0,56.3,1
0060263865,HarperCollins,Charlotte's Web,E. B. White,1952,149,73,High,400,486,Medium,299.6,40.3,1
0060263857,Harpercollins Juvenile Books,Charlotte's Web,E. B. White,1952,151,75,High,220,456,Medium,192.4,42.8,1
0385410646,Doubleday,Chocolat,Joanne Harris,1999,21,26,High,324,395,Medium,202.8,31.75,1
0688095194,Harpercollins,Voice of the Eagle,Linda Lay Shuler,1992,8,33,Medium,255,367,Medium,156.2,28.35,1
0679401431,Random House Inc,The Last Don,Mario Puzo,1996,37,29,High,552,410,Medium,346.0,36.5,1
0312186681,St Martins Pr,Stately Pursuits,Katie Fforde,1998,6,27,Medium,140,456,Medium,86.4,42.8,1
0151885338,Harcourt,The Temple of My Familiar,Alice Walker,1989,22,36,High,200,148,Short,128.8,17.4,1
0385260083,Doubleday Books,The Robber Bride,Margaret Atwood,1993,58,32,High,224,226,Medium,157.60000000000002,25.3,1
0684859718,Scribner,Deadly Decisions,Kathy Reichs,2000,11,25,Medium,459,322,Medium,279.79999999999995,34.1,1
0743204298,Scribner,Deadly Decisions,Kathy Reichs,2000,11,25,Medium,133,378,Medium,84.2,32.900000000000006,1
0060187425,Harpercollins,My Soul to Keep,Tananarive Due,1997,4,28,Low,430,519,Long,259.6,35.95,1
0394563492,Random House,A Civil Action,Jonathan Harr,1995,19,30,Medium,154,172,Short,100.0,22.6,1
0399147608,Putnam Berkley Audio,Hemlock Bay,Catherine Coulter,2001,8,24,Medium,324,129,Short,197.6,24.45,1
0553527517,Random House Audio Publishing Group,Pagan Babies,Elmore Leonard,2000,17,25,Medium,365,965,Long,225.8,58.25,1
037550169X,Random House Trade,Charlotte Gray,Sebastian Faulks,1999,2,26,Low,828,255,Medium,497.6,30.75,1
2207248038,DenoÃ?Â«l,Charlotte Gray,Sebastian Faulks,1999,1,27,Low,16,276,Medium,9.6,13.8,0
1559271833,Audio Renaissance,Toujours Provence,Peter Mayle,1991,15,34,Medium,166,140,Short,105.6,11.0,1
0679402535,Alfred A. Knopf,Toujours Provence,Peter Mayle,1991,13,34,Medium,601,142,Short,365.8,25.1,1
0330342134,MacMillan Publishing Company.,Chasing Redbird,Sharon Creech,1997,17,28,Medium,250,621,Long,156.8,43.05,1
0375502548,Random House Trade,Omerta,Mario Puzo,2000,28,25,High,155,771,Long,104.2,48.55,1
0375415726,Random House Audio,Omerta,Mario Puzo,2000,28,25,High,616,924,Long,380.8,62.2,1
0224051709,Trafalgar Square,Amsterdam,Ian McEwan,1998,27,25,High,357,478,Medium,225.0,33.900000000000006,1
1585422118,Jeremy P. Tarcher,The Hemingway Book Club of Kosovo,Paula Huntley,2003,3,22,Low,130,778,Long,79.2,48.900000000000006,1
0380898187,Avon,Forever in Your Embrace,Kathleen E. Woodiwiss,1992,12,33,Medium,495,667,Long,301.8,43.35,1
0739427113,Scribner,The Other Boleyn Girl,Philippa Gregory,2001,15,23,Medium,570,884,Long,348.0,56.2,1
0553712837,Bantam Books-Audio,Skipping Christmas,John Grisham,2001,38,24,High,161,658,Long,111.8,46.9,1
0373151500,Harlequin,The Hostage Bride,Janet Dailey,1981,14,44,Medium,266,768,Long,165.2,52.400000000000006,1
1573455369,Deseret Book Company,Tathea,Anne Perry,1999,4,26,Low,724,301,Medium,436.0,31.05,1
0316171565,Little Brown &amp; Co,Tangled Vines,Janet Dailey,1992,11,33,Medium,595,526,Long,361.4,40.3,1
0399143769,Putnam Pub Group,Flight of Eagles,Jack Higgins,1998,5,27,Low,304,574,Long,184.4,44.7,1
0399148817,Putnam Adult,Sleep No More,Greg Iles,2002,8,23,Medium,160,225,Medium,99.2,27.25,1
0060194448,HarperCollins Publishers,The Wailing Wind,Tony Hillerman,2002,12,23,Medium,294,494,Medium,181.2,38.7,1
0399148337,Putnam Publishing Group,Midnight Runner,Jack Higgins,2002,10,22,Medium,101,944,Long,64.6,59.2,0
0553076256,Bantam Books,Half Asleep in Frog Pajamas,Tom Robbins,1994,9,31,Medium,328,905,Long,200.4,61.25,1
1860498280,Trafalgar Square,Slammerkin,Emma Donoghue,2000,14,25,Medium,540,675,Long,329.6,51.75,1
0060157895,Harpercollins,Emergency Doctor,Edward Ziegler,1987,5,38,Low,23,762,Long,15.8,38.1,0
0060185074,HarperCollins Publishers,The Vendetta Defense,Lisa Scottoline,2001,6,24,Medium,190,303,Medium,116.4,25.15,1
031225346X,St Martins Pr,The Prometheus Deception,Robert Ludlum,2000,8,24,Medium,31,98,Short,21.8,5.0,0
1559276088,Audio Renaissance,The Prometheus Deception,Robert Ludlum,2000,8,25,Medium,384,487,Medium,233.6,40.35,1
0399141383,Putnam Publishing Group,Sudden Prey,John Sandford,1996,10,27,Medium,345,942,Long,211.0,67.1,1
0553801228,Bantam Books,Summer Light,Luanne Rice,2001,15,24,Medium,410,475,Medium,252.0,43.75,1
0671870998,Pocket Books,The Wedding,Julie Garwood,1996,14,30,Medium,41,450,Medium,30.2,38.5,0
0553095161,Bantam Dell Pub Group,Silent Treatment,Michael Palmer,1995,9,31,Medium,728,687,Long,440.4,50.35,1
0670846503,Penguin Putnam~childrens Hc,Gerald's Game,Stephen King,1992,56,33,High,930,174,Short,580.4,28.700000000000003,1
0453008003,Highbridge Audio,Gerald's Game,Stephen King,1992,56,33,High,310,656,Long,208.4,52.8,1
0887308813,HarperBusiness,Dogbert's Top Secret Management Handbook,Scott Adams,1997,1,28,Low,840,871,Long,504.4,63.55,1
0395511011,Houghton Mifflin,Symposium,Muriel Spark,1990,12,35,Medium,380,254,Medium,232.8,22.700000000000003,1
0525946969,Dutton Books,The Last Promise,Richard Paul Evans,2002,3,23,Low,630,529,Long,379.2,40.45,1
0060161647,Harpercollins,Sure of You,Armistead Maupin,1989,17,36,Medium,270,547,Long,168.8,45.35,1
0899193099,Houghton Mifflin,Cold Sassy Tree,Olive Ann Burns,1984,18,41,Medium,544,917,Long,333.6,61.85,1
