ISBN,Book_Title,Book_Author,Year-Of-Publication,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0439551234,"Mister Monday (Keys to the Kingdom, 1)",Garth Nix,2003,30,22,High,0,326,Medium,12.0,16.3,No
8449021635,Skipping Christmas,Ilona Koidahl,1948,6,77,Medium,666,453,Medium,402.0,40.650000000000006,Yes
0671318403,The Legend That Was Earth,James P. Hogan,2001,1,25,Low,44,340,Medium,26.0,17.0,No
4192307421,A Guide to the Star Wars Universe,Nancy Warren,1965,7,60,Medium,252,643,Long,154.0,50.15,Yes
0553285785,Public Secrets,Nora Roberts,1990,18,37,Medium,0,248,Medium,-6.599999999999999,12.4,No
0786884274,Don't Call That Man,Rhonda Findling,1999,1,24,Low,140,332,Medium,84.4,32.6,Yes
7948975335,A Great Day for the Deadly,J. M. Barrie,1904,27,121,High,148,462,Medium,99.6,31.1,Yes
0684863618,Pale Horse Coming,Stephen Hunter,2001,5,24,Low,252,215,Medium,153.2,28.75,Yes
0679445625,A Long Fatal Love Chase,Louisa May Alcott,1995,1,30,Low,525,560,Long,315.4,42.0,Yes
8478886818,"Mi Gato Angus, El Primer Morreo Y El Pasta",Louise Rennison,2002,3,24,Low,170,945,Long,103.2,63.25,Yes
0843951346,Seduced by a Rogue,Connie Mason,2003,2,22,Low,0,295,Medium,0.8,14.75,No
0373711026,North Country Man,Carrie Alexander,2002,1,23,Low,0,772,Long,0.4,38.6,No
0142001821,The Passion of Artemisia,Susan Vreeland,2002,14,23,Medium,0,178,Short,-6.999999999999999,8.9,No
0670528315,Ordinary People,Judith Guest,1976,25,49,High,0,545,Long,10.0,27.25,No
0451195922,Skull Session,Daniel Hecht,1998,9,27,Medium,0,401,Medium,3.6,20.05,No
0441231942,Crisis on Doona,Anne McCaffrey,1992,5,33,Low,0,802,Long,2.0,40.1,No
4954868264,Lord of My Heart,Pete Hamill,2022,7,3,Medium,657,835,Long,397.0,59.75,Yes
078710566X,The Hundred Secret Senses,Amy Tan,1995,28,30,High,0,932,Long,11.2,46.6,No
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,2003,1,22,Low,136,689,Long,82.0,50.45,Yes
0064472930,Circle of Three #3: Second Sight (Circle of Three),Isobel Bird,2001,19,24,Medium,0,608,Long,7.6,30.4,No
2486833904,Dirt music,Charlotte Lamb,1955,33,70,High,510,388,Medium,319.2,31.4,Yes
0006385427,Girlfriend in a Coma,Douglas Coupland,1998,14,27,Medium,370,896,Long,227.6,64.80000000000001,Yes
4085140421,The Cider House Rules,Shannon Holmes,1949,15,76,Medium,0,474,Medium,6.0,23.700000000000003,No
2312441801,Heathcliff Gone Fishing,Ben Bova,1939,29,86,High,180,491,Medium,119.6,36.55,Yes
1852278951,"\""Treasure Island\"": According to Spike Milligan",Spike Milligan,2000,3,26,Low,0,785,Long,-24.6,39.25,No
0399138153,Winter Prey,John Sandford,1993,9,32,Medium,0,496,Medium,-24.0,24.8,No
0752816500,Axiomatic,Greg Egan,1995,8,32,Medium,48,962,Long,32.0,64.1,No
0590442376,Prom Dress,Lael Littke,1989,1,36,Low,0,216,Medium,0.4,10.8,No
0739420704,Isle of Dogs,Patricia Cornwell,2001,8,24,Medium,133,548,Long,83.0,41.400000000000006,Yes
0451404300,The Dividing Line (Joshua Rabb Novels),Richard Parrish,1994,1,31,Low,70,785,Long,42.4,53.25,Yes
0312186754,An Arrow's Flight,Mark Merlis,1998,4,29,Low,202,285,Medium,122.79999999999998,24.25,Yes
8451178360,Irene's Last Waltz,Eva Maaser,2015,9,8,Medium,162,805,Long,100.8,58.25,Yes
1996043868,Beyond the Golden Hills and Other Stories,Tom Robbins,1989,17,36,Medium,99,907,Long,66.2,47.35,Yes
0399134778,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1990,8,35,Medium,216,124,Short,132.79999999999998,22.2,Yes
0380896931,Tender Is the Storm,Johanna Lindsey,1985,7,41,Medium,573,809,Long,346.6,58.45,Yes
1569873291,Who's a Goblin?,Dandi Daley Mackall,1995,1,30,Low,0,974,Long,0.4,48.7,No
0060804157,He Understanding Masculine Psychology,Robert A Johnson,1977,2,48,Low,0,700,Long,0.8,35.0,No
0812575482,Through Wolf's Eyes (Wolf),Jane Lindskold,2002,1,22,Low,39,645,Long,23.0,32.25,No
9237958747,The Delany Sisters' Book of Everyday Wisdom,Carl Gustav Jung,1907,18,118,Medium,747,237,Medium,455.4,29.85,Yes
8475060099,El momento del ave,Pancho Vives,1980,1,44,Low,39,568,Long,23.8,28.4,No
0870212850,The Hunt for Red October,Tom Clancy,1984,63,41,High,369,672,Long,246.6,51.6,Yes
7710060117,Heart of a Warrior,Nicholas Sparks,1933,42,92,High,594,639,Long,373.2,43.95,Yes
0345336879,The Wishsong of Shannara,Terry Brooks,1985,24,40,High,0,212,Medium,9.6,10.6,No
0399143769,Flight of Eagles,Jack Higgins,1998,5,27,Low,304,574,Long,184.4,44.7,Yes
6329650673,Babycakes,Harlan Coben,1920,16,105,Medium,744,664,Long,452.8,49.2,Yes
0613032950,Animal Dreams,Barbara Kingsolver,1990,15,35,Medium,0,946,Long,6.0,47.3,No
059042761X,Wednesday Witch,Ruth Chew,1969,1,56,Low,130,566,Long,78.4,48.3,Yes
0553291890,More Than One Universe,Arthur C. Clarke,1991,1,34,Low,0,789,Long,0.4,39.45,No
2631827261,Cujo,Gregor Sander,1972,34,54,High,76,1000,Long,59.2,52.0,No
0671721046,The Deed of Paksenarrion,Elizabeth Moon,1992,3,33,Low,630,777,Long,379.2,58.85,Yes
0821772252,Scrooge Wore Spurs,Janet Dailey,2002,1,23,Low,0,279,Medium,0.4,13.95,No
038529929X,Hannibal,Thomas Harris,1999,47,25,High,337,384,Medium,221.0,31.200000000000003,Yes
6694553347,How to Say It Style Guide,James Patterson,1998,43,27,High,0,725,Long,17.2,36.25,No
039454689X,The Accidental Tourist,Anne Tyler,1985,39,40,High,0,550,Long,15.6,27.5,No
9014504171,Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Joanna Trollope,1941,27,82,High,822,490,Medium,504.0,42.5,Yes
0679411267,The End of the Pier,Martha Grimes,1992,18,33,Medium,220,869,Long,139.2,63.45,Yes
0609609017,Ten Poems to Change Your Life,Roger Housden,2001,4,24,Low,690,768,Long,415.6,54.400000000000006,Yes
8562844979,Northwest Wines and Wineries,Robynn Clairday,1946,14,79,Medium,44,918,Long,32.0,53.900000000000006,Yes
0385495358,I Rant Therefore I Am,Dennis Miller,2000,2,25,Low,385,859,Long,231.8,52.95,Yes
0064470113,Taking the Ferry Home,Pam Conrad,1990,1,35,Low,609,423,Medium,365.8,35.150000000000006,Yes
0060005556,"Last to Die (Grippando, James)",James Grippando,2003,1,22,Low,650,156,Short,390.4,27.8,Yes
1594082316,New England Interlude,Maria Elena Morgan,2003,1,24,Low,998,250,Medium,598.8,32.5,Yes
0688084923,"Morning, Noon, and Night",Sidney Sheldon,1995,7,31,Medium,0,503,Long,-10.999999999999998,25.15,No
0671798782,DIANA: HER TRUE STORY : DIANA: HER TRUE STORY,Andrew Morton,1992,43,33,High,280,958,Long,185.2,57.900000000000006,Yes
0373218400,Table For Two,Nora Roberts,2002,11,23,Medium,0,301,Medium,4.4,15.05,No
9850623901,Gates of Eden,David Baldacci,1959,23,66,High,819,778,Long,500.6,56.900000000000006,Yes
8440682441,El Circulo Magico,Katherine Neville,1998,2,27,Low,96,762,Long,58.39999999999999,50.1,Yes
0394531809,Heartburn,Nora Ephron,1983,19,42,Medium,426,686,Long,263.2,46.3,Yes
0553099590,Guilty As Sin,Tami Hoag,1996,10,29,Medium,0,381,Medium,-15.2,19.05,No
0679434968,A Son of the Circus,John Irving,1994,7,31,Medium,0,972,Long,2.8000000000000003,48.6,No
5957380758,Metamorphosis (Star Trek: The Next Generation),Claire Berlinski,1948,25,75,High,86,647,Long,61.6,34.35,No
4958197019,The Defiant One,Christiane Collange,1957,18,69,Medium,524,627,Long,321.6,45.35,Yes
7417496826,Charlotte's Web,Chaim Potok,1991,31,34,High,42,307,Medium,37.6,19.35,Yes
0553502271,The Testament,John Grisham,1999,62,26,High,0,107,Short,24.8,5.3500000000000005,Yes
1836227613,Sherlock Holmes: The Complete Novels and Stories (Sherlock Holmes),Paul B. Thompson,1957,1,68,Low,352,871,Long,211.6,51.55,Yes
0671895206,Undue Influence,Steve Martini,1994,4,31,Low,0,755,Long,1.6,37.75,No
0399103422,The Godfather,Mario Puzo,1969,109,56,High,0,703,Long,43.6,35.15,Yes
0671654349,STAIRWAY TO FOREVE,Robert Adams,1988,1,37,Low,0,223,Medium,0.4,11.15,No
0836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,6,37,Medium,280,362,Medium,170.4,32.1,Yes
8149269031,Crossing Over,Jayne Ann Krentz,2013,1,12,Low,66,692,Long,40.0,36.6,Yes
0399128409,Smart Women,Judy Blume,1983,28,42,High,0,895,Long,11.2,44.75,No
1551666766,Naughty Marietta,Nan Ryan,2003,2,22,Low,760,565,Long,456.8,44.25,Yes
0399145788,Soft Focus,Jayne Ann Krentz,1999,10,26,Medium,0,309,Medium,4.0,15.45,No
6364857998,How Not to Spend Your Senior Year,David Rosenfelt,1950,39,75,High,67,901,Long,55.8,47.05,Yes
059041691X,101 Dinosaur Jokes,Phil Hirsch,1988,1,37,Low,0,236,Medium,0.4,11.8,No
4406953293,How to Cook a Tart,Simon Nye,2018,33,7,High,550,352,Medium,343.2,33.6,Yes
0571097103,Whitsun Weddings,Philip Larkin,1964,11,59,Medium,191,488,Medium,119.0,38.400000000000006,Yes
3662615132,Rosehaven,Larry McMurtry,1915,28,110,High,553,567,Long,343.0,42.35,Yes
8308202548,The Voyage (Hammer Universe),Pearl Abraham,1916,34,109,High,350,107,Short,223.6,15.35,Yes
5675099028,Tod in der Datscha.,Jerome F. Smith,1931,47,93,High,620,218,Medium,390.8,24.9,Yes
0974375853,Hickerdoodle Meets a Chigger,Lisa Brez,2004,1,21,Low,0,671,Long,0.4,33.550000000000004,No
1904095399,Who Was Dr.Charlotte Bach?,Francis Wheen,2002,1,22,Low,329,229,Medium,197.4,21.450000000000003,Yes
4351829084,Flight of Eagles,Laura Childs,1959,15,66,Medium,146,726,Long,93.6,40.3,Yes
0330411543,Reversible Errors,Scott Turow,2002,10,23,Medium,0,287,Medium,4.0,14.35,No
0735700737,CCNA Exam Certification Guide (CCNA Exam 640-407),Wendell Odom,1999,1,26,Low,65,302,Medium,39.4,25.1,Yes
0385316895,Legacy of Silence,Belva Plain,1998,4,27,Low,72,246,Medium,44.8,24.3,Yes
0006514588,Three wise men,Martina Devlin,2000,2,25,Low,189,987,Long,114.2,63.35,Yes
2688801139,Caverns of Socrates,Elena Ferrante,1986,26,39,High,34,996,Long,30.8,51.8,Yes
0451201507,Drudge Manifesto,Matt Drudge,2000,5,25,Low,0,345,Medium,2.0,17.25,No
6443814477,Prime Cut,John Lanchester,1936,7,89,Medium,120,842,Long,74.8,58.1,Yes
5533038889,Caverns of Socrates,Bruce Robinson,2010,6,15,Medium,540,475,Medium,326.4,39.75,Yes
7622027438,The Writer's Idea Book,Jack McDevitt,1984,35,41,High,385,486,Medium,245.0,34.3,Yes
0553057758,Skinny Legs and All,Tom Robbins,1990,11,35,Medium,396,321,Medium,242.0,34.05,Yes
8472238350,Te Llamare Viernes (Fabula),Almudena Grandes,1994,1,31,Low,672,396,Medium,403.6,35.8,Yes
0812517024,Irene At Large (Irene Adler),Carole Nelson Douglas,1993,1,32,Low,0,680,Long,0.4,34.0,No
8477021473,Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,1998,1,27,Low,552,580,Long,331.6,45.0,Yes
1575668572,The Dragon Lord's Daughters,Bertrice Small,2004,3,21,Low,0,428,Medium,1.2000000000000002,21.4,No
3608332603,The Rough Guide to the Internet 1999,Carl Hiaasen,2003,19,24,Medium,17,664,Long,17.8,33.2,No
0060256656,The Giving Tree,Shel Silverstein,1964,20,61,Medium,0,248,Medium,8.0,12.4,No
0394520939,Eleni,Nicholas Gage,1983,10,42,Medium,0,281,Medium,4.0,14.05,No
3225918543,Daddy's Little Girl,Spider Robinson,1956,35,69,High,20,716,Long,26.0,37.8,Yes
9704038189,Mortal Fear,Donald W. Hayward,1961,11,64,Medium,189,310,Medium,117.8,29.5,Yes
3518100122,"Edition Suhrkamp, Nr.12, Tractatus logico-philosophicus",Ludwig Wittgenstein,1963,1,62,Low,290,497,Medium,174.4,44.85,Yes
0968288308,Gang Ranch the Real Story,Judy Alsager,1997,1,28,Low,790,404,Medium,474.4,40.2,Yes
0590189344,"Lost in Space, Digest",Catherine Clark,1998,1,29,Low,0,89,Short,-3.0,5.0,No
3499123665,Die Hexen von Eastwick. Roman.,John Updike,1987,1,38,Low,95,142,Short,57.4,17.1,Yes
031228781X,A Summer in the Country,Marcia Willett,2003,1,23,Low,212,176,Short,127.6,26.8,Yes
3499228653,Das Bild der alten Dame.,Petra Oelker,2001,3,24,Low,711,661,Long,427.8,51.05,Yes
3492256341,Im Interesse der Nation. Ein Coq- Rouge- Thriller.,Jan Guillou,1994,2,33,Low,32,137,Short,20.0,16.85,No
0688151981,We Are Our Mothers' Daughters,Cokie Roberts,1998,4,27,Low,162,530,Long,98.8,44.5,Yes
1551668432,Texas Ranger,Diana Palmer,2001,5,24,Low,360,372,Medium,218.0,34.6,Yes
4339161019,Rainbow Six,Tim Winton,1932,20,93,Medium,152,650,Long,99.2,48.5,Yes
0060198346,The Sky Is Falling,Sidney Sheldon,2000,7,25,Medium,616,757,Long,372.4,51.85,Yes
0821746154,Cha Cha Cha,Jane Heller,1994,4,30,Low,690,162,Short,415.6,22.1,Yes
0671684256,Cold Harbour,Jack Higgins,1990,13,35,Medium,0,413,Medium,5.2,20.65,No
0399138153,Winter Prey,John Sandford,1993,7,32,Medium,0,462,Medium,2.8000000000000003,23.1,No
0671720996,"The Lark and the Wren (Bardic Voices, Book 1)",Mercedes Lackey,1991,1,34,Low,0,378,Medium,0.4,18.9,No
0836251822,"I'M Not Anti-Business, I'M Anti-Idiot-Dilbert",Scott Adams,1998,2,25,Low,269,210,Medium,162.20000000000002,30.5,Yes
0399149686,Clean Cut,Theresa Monsour,2003,3,20,Low,0,909,Long,-11.4,45.45,No
5665454429,Chosen Prey,Dorothy L. Sayers,1940,4,85,Low,147,621,Long,89.8,37.05,Yes
8478884963,Una casa en Irlanda,Maeve Binchy,1999,2,26,Low,207,443,Medium,125.0,40.150000000000006,Yes
0553285785,Public Secrets,Nora Roberts,1990,19,35,Medium,0,228,Medium,7.6,11.4,No
1840461535,Introducing Darwin and Evolution (Introducing),Jonathan Miller,2000,1,25,Low,0,333,Medium,0.4,16.650000000000002,No
0590403427,"Junior High Jitters (Junior High, No 1)",M.L. Kennedy,1986,1,39,Low,0,836,Long,0.4,41.8,No
5661390220,Heathcliff Gone Fishing,Hozy Rossi,1908,47,117,High,264,213,Medium,177.20000000000002,22.65,Yes
3547607789,Though I walk through the valley,Clamp,2024,28,1,High,158,665,Long,106.0,37.25,Yes
0679434224,Shinju,Laura Joh Rowland,1994,5,31,Low,439,535,Long,265.4,38.75,Yes
7443436091,Chocolat. Das Buch zum Film.,Michael Crichton,1979,12,46,Medium,222,897,Long,138.0,56.85,Yes
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,34,24,High,870,914,Long,535.6,65.7,Yes
0060586125,Three Wishes,Liane Moriarty,2004,6,21,Medium,400,367,Medium,242.4,34.35,Yes
0679460381,Violin,Anne Rice,1997,21,28,High,525,870,Long,323.4,57.5,Yes
0875730701,The Meat-Lover's Vegetarian Cookbook,Steven Ferry,1997,1,28,Low,440,604,Long,264.4,40.2,Yes
0449148238,Buried Lives,Nancy Star,1993,3,32,Low,150,536,Long,91.2,36.8,Yes
0553474286,The Horse Whisperer,Nicholas Evans,1995,72,30,High,0,431,Medium,28.8,21.55,Yes
0064405842,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,2,30,Low,736,326,Medium,442.4,32.3,Yes
0671028049,"Scarabian Nights:Sabrina, The Teenage Witch #24",Nancy Holder,1999,1,26,Low,0,714,Long,0.4,35.7,No
0395245109,Even Cowgirls Get the Blues,Tom Robbins,1976,26,48,High,0,232,Medium,8.0,11.6,No
6390273363,Class Trip,Jean Lorrah,2005,3,20,Low,600,428,Medium,361.2,37.400000000000006,Yes
0385294069,Travelers by Night,Vivien Alcock,1985,2,40,Low,0,511,Long,0.8,25.55,No
5486596429,A Temporary New Wife,Tom Clancy,2016,23,9,High,25,504,Long,24.200000000000003,27.200000000000003,Yes
9237958747,The Delany Sisters' Book of Everyday Wisdom,Carl Gustav Jung,1907,20,120,Medium,769,204,Medium,469.4,28.200000000000003,Yes
0553470469,The Pelican Brief,John Grisham,1992,82,33,High,322,731,Long,226.0,50.55,Yes
1852278951,"\""Treasure Island\"": According to Spike Milligan",Spike Milligan,2000,3,25,Low,0,794,Long,1.2000000000000002,39.7,No
0373834993,Somebody'S Dad,Judith Arnold,2002,2,23,Low,0,449,Medium,0.8,22.450000000000003,No
0671001795,Two for the Dough,Janet Evanovich,1996,22,29,High,0,834,Long,8.8,41.7,No
0142001821,The Passion of Artemisia,Susan Vreeland,2002,13,23,Medium,11,129,Short,11.8,6.45,No
8199922529,The Vor Game,Nadine Gordimer,1942,48,83,High,304,619,Long,201.6,46.95,Yes
031225346X,The Prometheus Deception,Robert Ludlum,2000,8,25,Medium,0,130,Short,3.2,6.5,No
8214293478,The Testament,John Irving,2010,47,14,High,231,677,Long,157.4,41.85,Yes
0694525057,Mystic River,Dennis Lehane,2001,55,24,High,0,142,Short,-7.399999999999999,7.1000000000000005,No
325723273X,Richtig leben mit Geri Weibel.,Martin Suter,2001,1,23,Low,521,691,Long,312.6,48.55,Yes
0688009387,The Blue Sword,Robin McKinley,1982,30,43,High,580,872,Long,360.0,63.6,Yes
0425167097,Toxin,Robin Cook,1999,5,26,Low,568,450,Medium,342.8,38.5,Yes
0374386676,The Year They Burned the Books,Nancy Garden,1999,1,24,Low,538,939,Long,323.2,62.95,Yes
038076654X,Petals on the River,Kathleen E. Woodiwiss,1997,6,28,Medium,0,900,Long,2.4000000000000004,45.0,No
1586214055,Four Blind Mice,James Patterson,2002,30,24,High,15,413,Medium,21.0,20.65,No
0060171405,The Power of Beauty,Nancy Friday,1996,11,29,Medium,0,271,Medium,4.4,13.55,No
0316171107,Like a Hole in the Head,Jen Banbury,1998,5,27,Low,0,704,Long,2.0,35.2,No
2643958101,The Bad Girl's Guide to the Party Life,Patricia Cornwell,1974,47,53,High,66,1023,Long,58.400000000000006,53.150000000000006,No
0688159141,Gates of Eden,Ethan Coen,1998,9,27,Medium,0,936,Long,3.6,46.8,No
3603314272,Final Target,Mercedes Lackey,1936,38,89,High,126,895,Long,90.8,62.75,Yes
0670031046,In This Mountain,Jan Karon,2002,7,21,Medium,0,688,Long,-13.4,34.4,No
0670844594,Rumpole on Trial,John Mortimer,1992,2,35,Low,295,235,Medium,177.8,27.75,Yes
5788457989,Breath of Magic,David Crombie,1929,41,98,High,284,672,Long,186.8,45.6,Yes
0399146040,Mr Phillips,John Lanchester,2000,5,25,Low,0,506,Long,2.0,25.3,No
1401300316,The Center of Everything,Laura Moriarty,2003,7,22,Medium,567,653,Long,343.0,50.65,Yes
0373272820,The Perfect Target,Jenna Mills,2003,3,22,Low,104,606,Long,63.6,38.3,Yes
0894803700,"14,000 Things to Be Happy About",Barbara Ann Kipfer,1990,3,35,Low,395,679,Long,238.2,43.95,Yes
1558744681,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,1,28,Low,0,919,Long,0.4,45.95,No
0060185074,The Vendetta Defense,Lisa Scottoline,2001,6,24,Medium,190,303,Medium,116.4,25.15,Yes
3407808836,Jedes Sandkorn ist ein Buchstabe,Arnulf Zitelmann,2002,1,23,Low,76,499,Medium,46.0,28.950000000000003,Yes
1562451650,Great Quotes from Great Teachers,Marlene Rimler,1994,2,32,Low,591,481,Medium,355.4,36.05,Yes
0394558480,The Age of Grief,Jane Smiley,1987,12,38,Medium,0,674,Long,4.800000000000001,33.7,No
0843110406,Prince What-A-Mess,Frank Muir,1984,3,41,Low,0,980,Long,1.2000000000000002,49.0,No
0671014188,The Summerhouse,Jude Deveraux,2001,6,24,Medium,594,803,Long,358.79999999999995,52.150000000000006,Yes
2241627129,Dead Ringer,Ray Bradbury,1954,29,71,High,264,333,Medium,170.0,32.650000000000006,Yes
7027002869,An incidental memoir,Santiago Alba Rico,1963,32,64,High,674,687,Long,417.2,48.35,Yes
3364247753,Till We Meet Again,Tim O'Brien,1993,11,32,Medium,60,164,Short,40.4,14.2,Yes
B00001IVC7,Desperation,Stephen King,1996,55,29,High,132,202,Medium,101.2,22.1,Yes
3453863712,Die Orks.,Stan Nicholls,2002,2,23,Low,640,576,Long,384.8,48.8,Yes
4980756426,Dream a Little Dream,Alejo Carpentier,2016,48,9,High,234,423,Medium,159.60000000000002,27.15,Yes
073520313X,How to Say It Style Guide,Rosalie Maggio,2002,2,24,Low,34,572,Long,21.2,28.6,No
1469463294,The Horse Whisperer,Sunny Griffin,1921,49,104,High,164,453,Medium,118.0,26.65,Yes
1583224890,9-11,Noam Chomsky,2001,19,24,Medium,0,530,Long,7.6,26.5,No
1652305944,The Fourth Hand,Peter Robinson,1937,25,88,High,50,734,Long,40.0,46.7,Yes
3596154766,Silberfaden.,Ricarda Junge,2002,3,25,Low,126,793,Long,76.8,43.650000000000006,No
0690040792,Jacob Have I Loved,Katherine Paterson,1980,38,45,High,0,491,Medium,15.2,24.55,No
3453196643,Inseln im Netz.,Bruce Sterling,2002,1,23,Low,0,359,Medium,0.4,17.95,No
0446527041,The Crush,Sandra Brown,2002,26,23,High,656,552,Long,404.0,43.6,Yes
2750754181,The Honk and Holler Opening Soon,Kathy Reichs,2017,18,8,Medium,250,377,Medium,157.2,28.85,Yes
1207487627,The Passion of Artemisia,Larry Bond,1998,23,27,High,132,388,Medium,88.4,25.4,Yes
0689832923,What Do You Know About Manners?,Cynthia MacGregor,2000,1,25,Low,730,360,Medium,438.4,38.0,Yes
3498063618,Ich aber bin hier geboren.,Gregor Sander,2002,1,22,Low,9,454,Medium,5.4,22.700000000000003,No
0399139486,Hidden Riches,Nora Roberts,1994,32,33,High,0,695,Long,-10.0,34.75,No
9531010477,"The Western King (The Rune Blade Trilogy, Book 2)",Mario Vargas Llosa,2008,45,17,High,84,329,Medium,68.4,28.45,Yes
1551660903,Destiny'S Child,Barbara Bretton,1995,4,30,Low,0,869,Long,1.6,43.45,No
7433666058,"Morning, Noon, and Night",Mark Spragg,1971,14,54,Medium,195,637,Long,122.6,37.85,Yes
0451410912,A Killing Gift,Leslie Glass,2003,1,22,Low,0,325,Medium,0.4,16.25,No
0758204930,Life a la Mode,Linda Lenhoff,2003,1,22,Low,752,401,Medium,451.6,36.05,Yes
4905844439,Start With A Laugh,Harry Turtledove,1914,18,109,Medium,159,142,Short,102.6,13.1,Yes
0345279255,Castle Roogna,Piers Anthony,1979,18,44,Medium,0,764,Long,-6.599999999999999,38.2,No
0060177225,Dangerous to Know,Barbara Taylor Bradford,1995,5,30,Low,0,927,Long,2.0,46.35,No
0385489501,Sister of My Heart,Chitra Banerjee Divakaruni,1999,6,24,Medium,0,605,Long,-18.0,30.25,No
7206957902,Pulp,Francine Hughes,1933,28,92,High,217,682,Long,141.39999999999998,48.1,Yes
8639661532,The Brethren,Nicholas Sparks,1987,9,38,Medium,279,265,Medium,171.0,31.25,Yes
0440223709,Taken to the Cleaners (Mandy Dyer Mystery),Dolores Johnson,1997,1,28,Low,0,295,Medium,0.4,14.75,No
0671676237,The GOLDEN CHANCE,Jayne Ann Krentz,1990,3,35,Low,0,297,Medium,1.2000000000000002,14.85,No
3539521301,Julie of the Wolves (Julie of the Wolves),Robyn Carr,1948,38,77,High,666,843,Long,414.8,60.150000000000006,Yes
0316899984,"River, Cross My Heart",Breena Clarke,1999,19,26,Medium,280,628,Long,175.6,45.400000000000006,Yes
7586144778,Toujours Provence,Teresa Medeiros,1996,34,29,High,116,750,Long,83.19999999999999,45.5,Yes
157322202X,The Dream of Scipio,Iain Pears,2002,5,23,Low,0,725,Long,2.0,36.25,No
9616979947,Charlotte's Web,Nicholas Sparks,1972,45,51,High,5,726,Long,21.0,38.3,No
0060171928,Mutant Message Down Under,Marlo Morgan,1994,8,31,Medium,0,991,Long,3.2,49.55,No
1210278504,Jitterbug Perfume,Bryce Courtenay,1988,33,37,High,78,809,Long,60.0,52.45,Yes
5516061794,Simon's Family,Howard Norman,1979,24,46,High,415,300,Medium,258.6,25.0,Yes
0679400702,How to Make an American Quilt,Whitney Otto,1991,12,36,Medium,435,991,Long,265.8,59.55,Yes
0953881024,Alice in Wonderland and the World Trade Center Disaster,David Icke,2002,1,21,Low,626,854,Long,376.0,60.7,Yes
6595756019,Double Deuce,Carrie Alexander,1952,23,74,High,129,657,Long,86.6,34.85,Yes
1869928180,Visual Magick,Jan Fries,1991,1,34,Low,373,185,Short,224.2,29.25,Yes
0439323738,Lucy's (Completely Cool and Totally True) E-Journal,Jane Harrington,2002,2,23,Low,0,175,Short,0.8,8.75,No
1563411156,The Second Coming of Curly Red,Jody Seay,1999,2,26,Low,0,888,Long,0.8,44.400000000000006,No
4085140421,The Cider House Rules,Shannon Holmes,1949,15,77,Medium,0,490,Medium,1.7999999999999998,24.5,No
0553802496,Odd Thomas,Dean Koontz,2003,33,22,High,880,871,Long,541.2,63.55,Yes
3545643982,"Sky Coyote (A Novel of the Company, Book 2)",Sandra Brown,1942,3,83,Low,91,586,Long,55.8,31.3,Yes
068810391X,The Next Century,David Halberstam,1991,3,34,Low,0,212,Medium,1.2000000000000002,10.6,No
055310053X,The Story of B,Daniel Quinn,1996,2,28,Low,454,784,Long,273.2,59.2,Yes
2423667862,Brighten the Corner Where You Are,Marjorie B. Kellogg,2010,18,15,Medium,0,816,Long,7.2,40.8,No
0330357808,Marilyn's almost terminal New York adventure,Justine Ettler,1996,1,29,Low,126,558,Long,76.0,39.900000000000006,Yes
1575024179,The Day I Almost Quit,Frederick J. Moody,1997,1,28,Low,0,950,Long,0.4,47.5,No
2372999990,Amsterdam,Louisa May Alcott,1998,14,27,Medium,132,608,Long,84.8,42.400000000000006,Yes
0440236401,The Temptress (The Bride Quest),Claire Delacroix,2001,1,24,Low,248,441,Medium,149.2,38.05,Yes
0449006379,Lord of Fire,Gaelen Foley,2002,8,21,Medium,707,205,Medium,427.4,26.25,Yes
7616858829,Peace Like a River,Ingrid Newkirk,1975,42,50,High,512,307,Medium,324.0,31.35,Yes
2312441801,Heathcliff Gone Fishing,Ben Bova,1939,31,88,High,195,523,Long,129.4,38.150000000000006,Yes
0446516554,Where There's Smoke,Sandra Brown,1993,22,34,High,388,424,Medium,241.6,35.2,Yes
0843949635,Savage Moon,Cassie Edwards,2002,2,23,Low,0,415,Medium,0.8,20.75,No
0061056278,"Broken Blade (The Rune Blade Trilogy, Book 3)",Ann Marston,1997,2,28,Low,980,188,Short,588.8,29.4,Yes
0399148515,The English Assassin,Daniel Silva,2002,3,25,Low,0,253,Medium,-25.8,12.65,No
0399137548,Double Deuce,Robert B. Parker,1992,5,33,Low,0,100,Short,2.0,5.0,No
1551665638,Call It Destiny (Mira),Jayne Ann Krentz,2000,1,25,Low,0,671,Long,0.4,33.550000000000004,No
8460865122,"A Promising Man (and About Time, Too)",Brenda Gates,1911,9,114,Medium,23,279,Medium,17.4,15.95,No
038517652X,The Normandie Affair,Elizabeth Villars,1982,5,43,Low,266,650,Long,161.6,46.5,Yes
