Title,Author,Subjects,First Publish Year,Edition Count,ISBN
The Crystal Handbook,Denise Whichello Brown,,2007.0,2.0,
Simple Wicca (Simple Wisdom Book),Michele Morgan,,2002.0,1.0,
"The Complete Book of Incense, Oils &amp; Brews (Llewellyn's Practical Magick)",Scott Cunningham,,1986.0,7.0,
"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",Not Found,Not Found,,,
Astral Travel for Beginners (For Beginners),"Webster, Richard",,1998.0,1.0,
New Perspectives: Runes,Not Found,Not Found,,,
Rosie'S Walk,Pat Hutchins,,1967.0,25.0,
Julius Caesar (Oxford School Shakespeare),Not Found,Not Found,,,
"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)",Not Found,Not Found,,,
"Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558)",Not Found,Not Found,,,
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,,2010.0,4.0,
Moonlight Becomes You,Mary Higgins Clark,,1996.0,21.0,
The Adventures of Tom Sawyer,Mark Twain,,1817.0,879.0,
Divine Secrets of the Ya-Ya Sisterhood : A Novel,Not Found,Not Found,,,
Lakota Woman,"Mary Crow Dog, Erdoes, Richard",,1990.0,6.0,
"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960",Not Found,Not Found,,,
The Florence King Reader,Florence King,,1996.0,1.0,
The Lovely Bones: A Novel,Alice Sebold,,2005.0,1.0,
Impossible Vacation,Spalding Gray,,1992.0,2.0,
Hannibal,Thomas Harris,,1999.0,48.0,
London : The Novel,Charles N. Watson,,1982.0,1.0,
Life Before Man,Margaret Atwood,,1979.0,50.0,
Cavedweller,G. A. Henty,,1890.0,24.0,
The Robber Bride,Margaret Atwood,,1993.0,58.0,
Wouldn't Take Nothing for My Journey Now,Maya Angelou,,1992.0,19.0,
The House of Mirth (Library of America),Not Found,Not Found,,,
Ohitika Woman,"Mary Brave Bird, Erdoes, Richard",,1993.0,5.0,
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Not Found,Not Found,,,
The Community in America,Roland Leslie Warren,,1963.0,5.0,
"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",Not Found,Not Found,,,
Mawrdew Czgowchwz (New York Review Books Classics),Not Found,Not Found,,,
Prozac Nation: Young and Depressed in America : A Memoir,Not Found,Not Found,,,
The Journey From Here,"Bradley, Bill",,2000.0,1.0,
The Four Agreements: A Practical Guide to Personal Freedom,"Ruiz, Miguel, 1952-",,,1.0,
El desarrollo de Leonardo da Vinci (BiografÃ­as y memorias),Not Found,Not Found,,,
Gastronomia divina (L'Ã¡ncora),Not Found,Not Found,,,
Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Not Found,Not Found,,,
Hotel Europa (El BalancÃ­),Not Found,Not Found,,,
La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃ­),Not Found,Not Found,,,
El paraÃ­so (Tiempos modernos),Not Found,Not Found,,,
Negra i consentida (ColÂ¨lecciÃ³ El Mirall),Not Found,Not Found,,,
Essa efa (ColÂ¨lecciÃ³ El Mirall i el temps),Not Found,Not Found,,,
Espurnes de sang (La Negra),Not Found,Not Found,,,
Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),Not Found,Not Found,,,
TrÃ nsit (Area contemporÃ nia),Not Found,Not Found,,,
L'home del sac,"Josep M. Jové, Tha",,2006.0,1.0,
GrÃ cies per la propina (Columna),Not Found,Not Found,,,
El dia que es va cremar el Liceu (La primera Columna),Not Found,Not Found,,,
CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Not Found,Not Found,,,
Una casa en Irlanda,Maeve Binchy,,1999.0,2.0,
La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Not Found,Not Found,,,
Amorrada al pilÃ³ (Columna),Not Found,Not Found,,,
Blur (Melody Maker),Paul Lester,,1995.0,1.0,
War and Peace (Wordsworth Classics),Not Found,Not Found,,,
A-Z of Behaving Badly,Simon Nye,,1996.0,1.0,
He Understanding Masculine Psychology,Robert A Johnson,,1977.0,2.0,
Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,,2002.0,1.0,
You Can Surf the Net: Your Guide to the World of the Internet,Not Found,Not Found,,,
I Want to Be...a Veterinarian (I Want to Be... Series),Not Found,Not Found,,,
Alice's Tulips,Sandra Dallas,,2000.0,3.0,
Centaur Aisle,Piers Anthony,,1981.0,12.0,
Crewel Lye,Piers Anthony,,1984.0,16.0,
Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Not Found,Not Found,,,
Last Sword of Power (Stones of Power),David A. Gemmell,,1996.0,2.0,
Dating Big Bird,Laura Zigman,,1999.0,3.0,
Murder at the Kennedy Center (Capital Crime Mysteries),Not Found,Not Found,,,
"Guinness World Records 2000 (Guinness Book of Records, 2000)",Mark C. Young,,2000.0,1.0,
Forever Amber Brown (Amber Brown (Paperback)),Not Found,Not Found,,,
Philip Jose Farmer's The Dungeon,"Charles de Lint, Bruce Coville",,2003.0,2.0,
Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Not Found,Not Found,,,
"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",Unknown,,,1.0,
Why Are Boys So Weird (Tales from Third Grade),Not Found,Not Found,,,
Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,Tilly Bagshawe,,2018.0,4.0,
Black Beauty (Great Illustrated Classics (Playmore)),Not Found,Not Found,,,
Oliver Twist (Great Illustrated Classics),Charles Dickens,,1989.0,1.0,
The wild ponies of Assateague Island (Books for young explorers),Donna K. Grosvenor,,1985.0,1.0,
Frankenstein (Illustrated Classics Series),Not Found,Not Found,,,
The Scarlet Letter,Nathaniel Hawthorne,,1850.0,608.0,
Dragonsong (Harper Hall Trilogy),Not Found,Not Found,,,
The Watch House,Robert Westall,,1977.0,16.0,
Was It Something I Said?,Jean Thesman,,1988.0,1.0,
Cloud Nine,Caryl Churchill,,1979.0,9.0,
The Lovely Bones,Alice Sebold,,2002.0,23.0,
Sarah Conley,Ellen Gilchrist,,1997.0,3.0,
A Widow for One Year,John Irving,,1998.0,23.0,
The Clearing,Maria D. Wilkes,,1998.0,1.0,
Empire Falls,Edward Gibbon,,1776.0,222.0,
Oryx and Crake,Margaret Atwood,,2002.0,49.0,
Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Not Found,Not Found,,,
Black and Blue,Zilpha Keatley Snyder,,1966.0,11.0,
Le Divorce (William Abrahams Book),Diane Johnson,,1998.0,2.0,
The Face,Nora Roberts,,2002.0,28.0,
She's Come Undone (Oprah's Book Club),Not Found,Not Found,,,
Falling Leaves: The True Story of an Unwanted Chinese Daughter,Unknown,,,1.0,
Nickel and Dimed: On (Not) Getting By in America,Not Found,Not Found,,,
"The Game of Kings (Lymond Chronicles, 1)",Not Found,Not Found,,,
"RUSSIA HOUSE, THE",John le Carré,,1987.0,29.0,
Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),Not Found,Not Found,,,
The First Wives Club Movie Tie In,Not Found,Not Found,,,
Selected Poems of Emily Dickinson,Emily Dickinson,,2002.0,1.0,
Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,,1998.0,1.0,
Joshua In the Holy Land,Joseph F. Girzone,,1992.0,4.0,
The Messenger,"Lois Lowry, David Morse, Fikret Topalli",,2004.0,33.0,
Sisters of the Earth: Women's Prose and Poetry About Nature,Not Found,Not Found,,,
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Not Found,Not Found,,,
Househusband,William R. Beer,,1982.0,3.0,
Life Messages: Inspiration For The Woman's Spirit,Not Found,Not Found,,,
Letters from a Nut,Ted L. Nancy,,1997.0,4.0,
Karl Marx: A Life,Galen Eigner,,2021.0,1.0,
The Shining,Stephen King,,1977.0,95.0,
The Diary of Ellen Rimbauer: My Life at Rose Red,Not Found,Not Found,,,
The Sky Is Falling,Sidney Sheldon,,2000.0,7.0,
Santa Pete : A Novel Of Christmas Present And Past,Not Found,Not Found,,,
Mount Vernon Love Story : A Novel of George and Martha Washington,Not Found,Not Found,,,
The Kingdom: Arabia and the House of Sa'Ud,Not Found,Not Found,,,
Florida Road Kill: A Novel,Not Found,Not Found,,,
The 37th Hour,Jodi Compton,,2004.0,8.0,
Be Cool,Elmore Leonard,,1999.0,27.0,
The Hunted,Lewis Carroll,,1876.0,255.0,
The Saints of Big Harbour: A Novel,Not Found,Not Found,,,
Old Flames,Day Leclaire,,2007.0,2.0,
From the Earth: Chinese Vegetarian Cooking,Not Found,Not Found,,,
Living in the Presence: Disciplines for the Spiritual Heart,Not Found,Not Found,,,
The Bean Trees,Barbara Kingsolver,,1988.0,18.0,
Homeland and Other Stories,Barbara Kingsolver,,1989.0,8.0,
"A Suitable Boy : Novel, A",Not Found,Not Found,,,
Daughter of Fortune,Dawn Lindsey,,1979.0,1.0,
The Fly on the Wall,"E. Lockhart, Emily Lockhart",,2006.0,11.0,
Cranford (The World's Classics),Unknown,,,1.0,
The Red Tent (Bestselling Backlist),Not Found,Not Found,,,
The Right Hand of Amon,Lauren Haney,,1997.0,1.0,
Last Blue: Poems,Not Found,Not Found,,,
The Cat Who Wasn't There,Lilian Jackson Braun,,1992.0,7.0,
Light a Penny Candle,Maeve Binchy,,1970.0,44.0,
The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Not Found,Not Found,,,
Turn of the Screw and Short N,Not Found,Not Found,,,
The Country of the Pointed Firs (Dover Thrift Editions),Not Found,Not Found,,,
Early Poems (Dover Thrift Editions),Not Found,Not Found,,,
Barchester Towers (Oxford Pocket Classics),Unknown,,1986.0,1.0,
REEF,Romesh Gunesekera,,1994.0,8.0,
Wednesday the Rabbi Got Wet,Harry Kemelman,,1976.0,14.0,
Things My Girlfriend and I Have Argued About: A Novel,Not Found,Not Found,,,
Listening Hearts: Discerning Call in Community,Not Found,Not Found,,,
Unattainable Earth,Czesław Miłosz,,1986.0,2.0,
"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Not Found,Not Found,,,
Vertical Poetry: Recent Poems,Not Found,Not Found,,,
Rubinstein's Chess Masterpieces,Hans Kmoch,,1960.0,1.0,
The Nanny Diaries: A Novel,Not Found,Not Found,,,
Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,Not Found,Not Found,,,
I Giorni Dell'abbandono,Elena Ferrante,,2002.0,19.0,
The Gizmo,Paul Jennings,,2001.0,3.0,
The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,Not Found,Not Found,,,
Organic Chemistry (Saunders Golden Sunburst Series),Not Found,Not Found,,,
Secrets of St. John's Wort: A Lynn Sonberg Book,Not Found,Not Found,,,
Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,Not Found,Not Found,,,
"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Not Found,Not Found,,,
Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Not Found,Not Found,,,
Oil Painting Techniques (Artist's Painting Library),Not Found,Not Found,,,
Going down swinging,Billie Livingston,,1999.0,2.0,
Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Not Found,Not Found,,,
Like a Hole in the Head,Jen Banbury,,1998.0,5.0,
Postmortem,Patricia Cornwell,,1990.0,16.0,
The Cove,Catherine Coulter,,1996.0,7.0,
An Inconvenient Woman,Dominick Dunne,,1990.0,8.0,
Shock Wave (Dirk Pitt Adventures (Paperback)),Not Found,Not Found,,,
While My Pretty One Sleeps,Mary Higgins Clark,,1989.0,30.0,
Antipodes 10,John Pascal,,1995.0,1.0,
Kick Ass: Selected Columns of Carl Hiaasen,Not Found,Not Found,,,
Everything Is Illuminated: A Novel,Not Found,Not Found,,,
Rules of the Wild,Francesca Marciano,,1998.0,7.0,
Three Junes,Julia Glass,,2002.0,6.0,
Back Roads,Tawni O'Dell,,1999.0,10.0,
In Her Shoes : A Novel,Not Found,Not Found,,,
The Kiss,Kate Chopin,,1981.0,198.0,
Home Spun: A Collection,Unknown,,,1.0,
Sweet Hereafter Movie Tie-In : A Novel,Not Found,Not Found,,,
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,,2016.0,2.0,
11th Hour,"James Patterson, Maxine Paetro",,2012.0,13.0,
In Country RI,"Cooper, Thomas",,1565.0,1.0,
Brazen Virtue,Nora Roberts,,1988.0,14.0,
Ghost Moon,Heather Graham,,2010.0,8.0,
Brewing Up a Storm: A John Thatcher Mystery,Not Found,Not Found,,,
Strangers,Mark Twain,,1916.0,82.0,
Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,,1991.0,1.0,
The Deep End of the Ocean (Oprah's Book Club),Not Found,Not Found,,,
Night Tales,William Shakespeare,,1847.0,61.0,
A Thousand Acres (Ballantine Reader's Circle),Not Found,Not Found,,,
Chopping Spree,Diane Mott Davidson,,2002.0,5.0,
Four Blondes,Candace Bushnell,,2000.0,32.0,
River's End,Nora Roberts,,1999.0,35.0,
Summer Island,Kristin Hannah,,2001.0,24.0,
The Straw Men,"Marshall, Michael",,2002.0,4.0,
The Doctor the Patient: The Personal Journey of a Physician With Cancer,Not Found,Not Found,,,
The Chamber,J. K. Rowling,,1998.0,272.0,
Warlock : A Novel of Ancient Egypt,Not Found,Not Found,,,
The Teacher from the Black Lagoon,Mike Thaler,,1989.0,7.0,
The Partner,John Grisham,,1997.0,72.0,
Primal Scream,Arthur Janov,,1970.0,15.0,
Chosen Prey,John Sandford,,2001.0,18.0,
Guilty as Sin,Tami Hoag,,1996.0,12.0,
Night Sins,Anne Mallory,,2008.0,6.0,
The Second Time Around : A Novel,Not Found,Not Found,,,
Three,Agatha Christie,,1934.0,100.0,
The Canopy,Peter L. Berger,,1969.0,1.0,
Blink,Malcolm Gladwell,,2004.0,25.0,
Last Battle,C.S. Lewis,,1956.0,106.0,
Prince Caspian,C.S. Lewis,,1951.0,146.0,
Robert's Rules of Order,Henry M. Robert,,1876.0,31.0,
Abduction,Charlotte Lamb,,1981.0,4.0,
And Never Let Her Go : Thomas Capano: The Deadly Seducer,Not Found,Not Found,,,
Not a Day Goes By : A Novel,Not Found,Not Found,,,
Sun Signs,Thelma Balfour,,1996.0,3.0,
"The Vampire Lestat (Vampire Chronicles, Book II)",Not Found,Not Found,,,
The Mummy or Ramses the Damned,Anne Rice,,2014.0,1.0,
HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,,1990.0,4.0,
Her Mother's Daughter,Marilyn French,,1987.0,16.0,
Your Erroneous Zones,Wayne W. Dyer,,1976.0,19.0,
The Night Listener,"Armistead Maupin, Lise Dufaux, François Lasquin",,1969.0,31.0,
Organizing from the Inside Out,Julie Morgenstern,,1998.0,6.0,
The Hellfire Club,Jake Tapper,,2018.0,4.0,
"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Not Found,Not Found,,,
Vanished,Edward Phillips Oppenheim,,1914.0,236.0,
The Women in His Life (G K Hall Large Print Book Series),Not Found,Not Found,,,
The Morning After,Michelle Reid,,1996.0,8.0,
Missing Susan,Sharyn McCrumb,,1991.0,4.0,
Hiding in the Shadows (Shadows Trilogy (Paperback)),Not Found,Not Found,,,
Kitchen Privileges : A Memoir,Mary Higgins Clark,,2003.0,1.0,
We Are Our Mothers' Daughters,Cokie Roberts,,1998.0,4.0,
Horus's Horrible Day (First Graders from Mars),Shana Corey,,2001.0,1.0,
My Garden (Beginning Literacy),Jesse S Ostrow,,1994.0,1.0,
101 Dalmatians,Dodie Smith,,1957.0,11.0,
In the Dinosaur's Paw (Kids of the Polk Street School),Patricia Reilly Giff,,1982.0,2.0,
Ralph S. Mouse,Beverly Cleary,,1982.0,29.0,
"The First Journey (Animorphs. Alternamorphs, 1)",Not Found,Not Found,,,
How Do Dinosaurs Learn to Read,Jane Yolen,,2003.0,2.0,
My First Book about Space (Golden Look-Look Books (Paperback)),Not Found,Not Found,,,
You Be the Jury #02,Marvin Miller,,1989.0,11.0,
Comic Characters,J. B. Priestley,,1925.0,7.0,
The Time Machine (Troll Illustrated Classics),Not Found,Not Found,,,
I Like School (in My World Series),Not Found,Not Found,,,
Sacred Ground,Mercedes Lackey,,1994.0,8.0,
Burning Water (Burning Water),Charles Bukowski,,1974.0,6.0,
The Tightrope Walker,Dorothy Gilman,,1979.0,12.0,
MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Not Found,Not Found,,,
Children of the Night,Dan Simmons,,1992.0,15.0,
Rainbow the Stormy Life of Judy Garland,Not Found,Not Found,,,
Cold Mountain (MTI) (Vintage Contemporaries),Not Found,Not Found,,,
A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Not Found,Not Found,,,
Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Not Found,Not Found,,,
Daisy Fay and the Miracle Man,Fannie Flagg,,1992.0,7.0,
Little House On the Prairie,"Laura Ingalls Wilder, Garth Williams",,1935.0,90.0,
Angela's Ashes: A Memoir,"McCourt, Frank",,,1.0,
The Next Accident,Lisa Gardner,,2001.0,13.0,
Socks (Cleary Reissue),Not Found,Not Found,,,
"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Not Found,Not Found,,,
In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Not Found,Not Found,,,
Eyeshot,Taylor Adams,,2014.0,2.0,
"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,,1990.0,7.0,
The Rosewood Casket,Sharyn McCrumb,,1996.0,6.0,
The Amazing Mrs. Pollifax,Dorothy Gilman,,1970.0,12.0,
Fast Food Nation: The Dark Side of the All-American Meal,BookCaps Study Guides Staff,,2012.0,1.0,
The Unsung Hero,Suzanne Brockmann,,2000.0,7.0,
"Two Princesses of Bamarre, The",Not Found,Not Found,,,
Ella Enchanted (rack),Not Found,Not Found,,,
Passing for Thin : Losing Half My Weight and Finding My Self,Not Found,Not Found,,,
Bloodlines (Dog Lover's Mysteries),Not Found,Not Found,,,
Kissing in Manhattan,David Schickler,,2002.0,3.0,
Echoes,Khaled Hosseini,,2013.0,37.0,
Someone to Watch Over Me : A Novel,Not Found,Not Found,,,
The Toynbee Convector,Ray Bradbury,,1988.0,21.0,
One for the Money (Stephanie Plum Novels (Paperback)),Not Found,Not Found,,,
The Bell Jar : A Novel (Perennial Classics),Not Found,Not Found,,,
A polar bear called Pingo,Ilona Koidahl,,1974.0,1.0,
Dark Lady,"Fritz Leiber, Charles Busch",,1977.0,17.0,
The Future Scrolls,Fern Michaels,,2002.0,3.0,
About Face,David H. Hackworth,,1989.0,7.0,
Tarot Says Beware (A Herculeah Jones Mystery),Not Found,Not Found,,,
Globalhead,Bruce Sterling,,1992.0,4.0,
Along Came a Spider (Alex Cross Novels),Not Found,Not Found,,,
Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,,1995.0,1.0,
The River King,Alice Hoffman,,2000.0,31.0,
Final Appeal,Lisa Scottoline,,1994.0,11.0,
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,EasyPrint,,2021.0,1.0,
Atonement,Ian McEwan,,1808.0,69.0,
Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,Not Found,Not Found,,,
Someone to Watch Over Me : Stories,Not Found,Not Found,,,
Stately Pursuits,Katie Fforde,,1998.0,6.0,
The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),Not Found,Not Found,,,
"My Father, Dancing (Harvest Book)",Not Found,Not Found,,,
Women on the Case,Sara Paretsky,,1997.0,1.0,
New Cardiff,Charles Richard Webb,,2001.0,2.0,
Almost: A Novel,Unknown,,,1.0,
A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,Not Found,Not Found,,,
Stand Still Like the Hummingbird,Henry Miller,,1962.0,1.0,
Crossing the Unknown Sea: Work As a Pilgrimage of Identity,Not Found,Not Found,,,
The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,Not Found,Not Found,,,
"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Not Found,Not Found,,,
No Future Without Forgiveness,Desmond Tutu,,1999.0,4.0,
"A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King, Jr.",Not Found,Not Found,,,
On the Road (Penguin 20th Century Classics),Not Found,Not Found,,,
I And Thou,George Moppett,,1999.0,1.0,
The Prince (Dover Thrift Editions),Not Found,Not Found,,,
"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Not Found,Not Found,,,
Becoming a Man : Half a Life Story,Not Found,Not Found,,,
OLD MAN AND THE SEA,Ernest Hemingway,,1952.0,224.0,
Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Not Found,Not Found,,,
The Dominant Blonde,Alisa Kwitney,,2003.0,2.0,
Where the Heart Is (Oprah's Book Club (Paperback)),Not Found,Not Found,,,
The Girls' Guide to Hunting and Fishing,Melissa Bank,,1999.0,18.0,
Rena's Promise: A Story of Sisters in Auschwitz,Not Found,Not Found,,,
America the Beautiful: A Novel,Not Found,Not Found,,,
Easy Travel to Other Planets,Ted Mooney,,1981.0,7.0,
The Mist and the Magic (Harper Monogram),Not Found,Not Found,,,
Icy Sparks,Gwyn Hyman Rubio,,1998.0,5.0,
The True and Outstanding Adventures of the Hunt Sisters: A Novel,Not Found,Not Found,,,
The Time Traveler's Wife,Audrey Niffenegger,,2005.0,1.0,
Strange Fits of Passion: A Novel,Not Found,Not Found,,,
The Monk Downstairs: A Novel,Not Found,Not Found,,,
Lost in Place: Growing Up Absurd in Suburbia,Not Found,Not Found,,,
My Name Is Asher Lev,"Chaim Potok, Chaïm Potok",,1972.0,25.0,
Waking the Dead,Heather Graham,,2014.0,12.0,
Davita's Harp,Chaim Potok,,1985.0,7.0,
The Book of Lights,Zsuzsanna Emese Budapest,,1975.0,2.0,
